No	Tweets	Label
1415	@USER I'm tired off that <b>piss</b> poor excuse from conservatives" which is pretty much synonymous with "bigot" nowadays. It's not fear they feel, it's shame. The same shame all hypocrites feel."	No
1416	@USER You do remember 2 weeks ago the coach for the Maryland terps football squad......... I'm sure his parents thought the same thing coach was a Capricorn you <b>dick</b> head....... You are in competent Stephen a Smith	Yes
1417	@USER @USER agreed <b>fuck</b> that guy	Yes
1418	@USER Alex this is so <b>fuckin</b> beautiful	No
1419	@USER Kamala Harris speaks to those she disagrees with in a condescending fashion that I find gutter like! I want to <b>snatch</b> her bald headed routinely! She is so full of herself and is very unbecoming! 😠😡🤬😤	No
1420	@USER Lol I <b>shit</b> you not... this was it for most of that year... I literally do not have the patience to sit and play game na URL	No
1421	@USER @USER @USER Rivera is <b>shit</b> He is the last one left. Our problems run through him. The day we fire @USER the better off we will be	Yes
1422	@USER I'm that <b>nigger</b> no lie	No
1423	@USER <b>fuckin</b> love king tulip	No
1424	@USER @USER A true <b>ass</b> statement right here	No
1425	@USER @USER is a piece of royal <b>shit</b> of Nehru Dynasty. Sometimes I wonder if everything I was taught stands shaken! Eminent Citizen", "Liberals", "Intellectuals" all these terms now tell me 1 thing: The person being mentioned is anti-India, feeds o	Yes
1426	@USER Right.!!!! I don't know what the <b>hell</b> he is saying half the time. I would get thrown off the show the first episode.!!!!😟😕	No
1427	@USER <b>cockwaffle</b> or normal waffle?	No
1428	@USER @USER Big Wanda <b>fucked</b> with the wrong one 😂😂😂	No
1429	@USER It's fine..... he's gods Prophet 🙄imagine that nowadays... yes officer i did <b>fuck</b> that elementary student BUT its fine bc god said i could....	No
1430	@USER @USER @USER You are <b>goddamn</b> right both sides will be heard. We want the TRUTH Kavanaugh. Republicans better not put party above country.	No
1431	@USER what the <b>fuck</b> do you gain from posting on your private instead of your public	No
1432	@USER I've already listened to it like 5 times it's so <b>fucking</b> well made	No
1433	@USER Of course they shouldnt cause its obviously complete bs. They just want it delayed and when its time for the vote again theyll come up w/ another plant accuser. And why does every supposed victim of apparent “rape” liberals come up with always look 	Yes
1434	@USER Hyperbole? ✅ Libel? ✅ <b>shit</b> fact checking? ✅ Must be.....🤔. ANTIFA! ✅	No
1435	@USER @USER @USER @USER These women knew the knuckledraggers they were marrying and voting for. I have no sympathy for them. They should burn in <b>hell</b> for what they’re doing to their daughters and granddaughters. They’re the innocents here- not wome	Yes
1436	@USER @USER American Conservatives Don't give one <b>shit</b> about the terrorist group Hamas or what they think and or believe.	No
1437	@USER GOD <b>damn</b> IT... YOU ARE SO RIGHT. THERE'S NO GOING WRONG WITH THIS STUFF.	No
1438	@USER Why you ignore my best friend she all deserve your <b>fucking</b> follow she love you with all your heart she waiting for 8 years 🙏🏻🙏🏻🙏🏻🙏🏻 @USER	No
1439	@USER @USER Lol I don't remember <b>shit</b> about that day 😁	No
1440	@USER Easy for the elites to escape the <b>hell</b> the country would be when leftest policies are in force. Take their private jets home beyond their golden secured walls.	No
1441	@USER @USER @USER Oh! Oh! Oh! I know! Never. #SaveTheRepublic #VoteThemOut #SaveDemocracy #Vote2018 #MAGA my <b>ass</b> #SmartDissent	Yes
1442	MAGA Mike Mack has the funniest tweet ever. I know he's <b>pissed</b> but it's funny #jonesout URL	No
1443	#NoDealBrexit is the better option despite the <b>bullshit</b> @USER @USER et al would have you believe. #ChequersPlan will be the #downfall of #TheresaMay and the @USER The only brightside is when we have a #brexiteer as PM things will change	No
1444	#baltimore has 5 shootings over wkend..criminals really follow those liberal gun control laws..smh. baltimore is a <b>shithole</b> #guncontrol	Yes
1445	@USER Nobody wants a supergirl movie. The show is <b>shitty</b> enough.	Yes
1446	@USER @USER @USER I suppose if the anti-Trumps had accepted their loss with grace, did some soul searching and worked to draw voters, then the animosity wouldn't exist. Instead, <b>pussy</b> hats, Antifa, Trump supporters=Nazis, the resistance," impeachem	No
1447	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is an angry puppet who is trying to pretend that teaching children acceptance of others and tolerance is somehow political and wrong. That's just how hate filled he and his party are. That's t	No
1448	@USER LMFAOOO IMAGINEEE but even if i did i wouldn’t say <b>shit</b> cos this fandom would go on fire	No
1449	@USER Twitter censors conservatives and Republicans regardless of the <b>bullshit</b> they tell Congress and the world.	No
1450	@USER this high road <b>shit</b> doesn't work on Trump/Conservatives/Republicans/GOP/MAGAts no more mister nice guy. As @USER says they go low we go for the jugular. They have to be stopped.	No
1451	@USER @USER @USER @USER And you say liberals make false promises? How’s that wall coming? How’s that denuclearization of NK coming? How that “tax break” working out for you? Nice ole tariffs we got there huh? But yea keep on saying wild outlandish <b>shit	Yes
1452	@USER He’s there to talk about bail money 😂😂😂😂😂😂😂 Well at least he got a <b>hell</b> of a meal out of the trip into town.	No
1453	@USER @USER @USER i really wish they could find someone better than Cuccinelli to represent Conservatives... he is the epitome of a <b>douche</b> bag used car salesman with a law degree.	Yes
1454	@USER Holy <b>shit</b> he's a prophet	No
1455	@USER I am jealous. I would love to work in the White House with these fine people. <b>hell</b> I would dust the window's just to be a part of this fabulous time and team. God Bless you all. MAGA	No
1456	@USER @USER Bad bytches prolly got some <b>fucked</b> up attitudes! So this oughta y’all y’all ya looks only carry you so far 🤷🏾‍♂️	No
1457	@USER @USER You said gun safety laws. Funny. You mean gun control agenda. Your staffers must be editing your <b>shit</b> these days. Kudos to the minions.	Yes
1458	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This is the VetsResistSquadron" is <b>bullshit</b> They are girl scout veterans, I have never met any other veterans or served with anyone that was a gun control adv	Yes
1459	The blatant abuse of the #metoo is really disturbing. No good reason to automatically place a guilty" stamp on someone over unfounded allegations. Most importantly- it unfairly strips credibility from the women who actually suffered and demand real justice. <b>bullshit</b> #MAGA"	No
1460	@USER @USER @USER @USER @USER Yes usually in THOSE countries people kill gays cuz religion advise them to do it and try to point this out and antifa will beat you. No matter how u try in america to help <b>gay</b> in those countries it will have no effect	No
1461	@USER <b>dick</b> Drunk ..... it’s the real deal.	No
1462	@USER You are the one that left on his own. I'm not your daddy to tell you to stay, even if I do, you won't anyway." There's just no in <b>hell</b> way that Cerberus would ever be soft to Dante and respect him right? Two can play at this game."	No
1463	ALSO WHAT'S UP <b>bitches</b> I GOT BANGS AND IT WASN'T A MISTAKE I'M SO EXCITED	No
1464	@USER At least you know your president is not <b>gay</b> Obama	Yes
1465	@USER Endorse my sandwich!" could catch on as an imprecation, like "Blow me down!" or <b>fuck</b> my old boots!" And don't worry -- Igor is under strict instructions to eschew any virgin who has partaken of GM crops."	No
1466	@USER Yeah if a officer wants to watch his career go down the <b>shitter</b> ........	No
1467	@USER @USER @USER @USER Ron DeSantis' cheesy <b>ass</b> MAGA commercials were cringeworthy.	Yes
1468	@USER Who the <b>hell</b> does @USER think he is to say that Dr Ford is mixed up" and is not to be believed. He is only showing his stunning ignorance about the issue and his partisan bias. He hasn't even heard what Dr Ford has to say nor does he know her	No
1469	@USER The important distinction here being Ex-attorney general" ..so frankly Yasir..nobody gives a rats pyjamas what you think..now <b>piss</b> off and find another trough to wallow in..liberals are finished in Ontario."	No
1470	@USER <b>hell</b> no!!!!!	No
1471	@USER <b>fuck</b> 😩 I didn’t realize it until I got on and finally played it again	No
1472	@USER You’re welcome! Yo! @USER and I were holding up a casual tournament watching you. Good <b>shit</b>	No
1473	@USER you know Dan I used to think you were a pretty competent newsman now I can clearly see you are nothing more then a paid <b>whore</b> who sells himself and his once stellar reputation. Trying to be relevant again ? URL	Yes
1474	@USER @USER @USER @USER @USER It was more of an allusion to the must-keep-growing economy and the dependence on <b>bullshit</b> jobs to pay back unnecessary debt to create growth to prevent that whole thing falling over. I vote according to the circumstan	No
1475	@USER @USER <b>shit</b> come on unc!	No
1476	@USER It wasn't as if he was bothering her. However, after a moment she looked up from her phone and sighed. I'm sorry, growing up the way I did, I'm a little bit of a hard <b>ass</b> when people give me compliments, I apologise because you didn't —"	No
1477	@USER <b>nigga</b> bouta go direct traffic w style	No
1478	@USER @USER @USER Politically neutral" yeah sure buddy, i mean most milquetoast conservatives, even the never trump ones agree with Trump's policies, and the whole <b>gay</b> marriage and abortion seems like the bare minimum"	No
1479	@USER YUP. Liberals (by which I mean fans of Liberal Democracy") are all too happy to let everyone else around them die as long as they maintain a comfortable existence. It's a <b>fucking</b> disgrace. We need to get the ball rolling on serious Socialist	No
1480	@USER STOP LYING <b>asshole</b> FBI ISNT INVOLVED CAUSE THERES NOTHINGBURGER TO INVESTIGATE. ITS ALL LIBERALS CHARADE TO DELAY.. KAVANAUGH WILL B CONFIRMED #GINSBERGISNEXT 🤣🤣🤣🤣🤣😋😋	Yes
1481	@USER I wish your commie <b>ass</b> would show up to an antifa rally.	Yes
1482	@USER Holy <b>shit</b>	No
1483	@USER @USER @USER @USER Oh God. This hurts my brain. No one can libel anybody. Internet companies can control thier content in any way they want. But claiming Twitter is libeling Jones is an entirely separate issue from the <b>bullshit</b> censorship clai	Yes
1484	@USER Oh <b>shit</b> stay safe!! !!	No
1485	@USER Holy <b>shit</b> He is still alive?	No
1486	@USER This is not the will of the people, since you did not ever mention your intention during your campaign except the vague reduce the size of government" which we al interpreted as provincial government. You can bet your <b>ass</b> we are not going to 	No
1487	@USER @USER It's hard to say for sure because the thing was sooooooooo dark. Almost like DC hasn't learned a <b>damn</b> thing from their disastrous run of films.	No
1488	@USER 2/3 You were on TV claiming to be a journalist when Kagan was sitting there &amp; still, you have provided no examples of you berating her for using the Ginsberg rule," to evade giving her personal views on hot button cultural topics like <b>gay</b>	No
1489	@USER Hold the <b>damn</b> vote. Iowa voter chiming I’m here. Wuit@USER the damn Liberals game and stand up to this crap.	No
1490	@USER Hold the damn vote. Iowa voter chiming I’m here. Wuit@USER the <b>damn</b> Liberals game and stand up to this crap.	No
1491	@USER Too funny when bum <b>ass</b> Antifa is trying to take the high road.	Yes
1492	@USER <b>hell</b> ya	No
1493	@USER you have the best booty and everything you are stunning love you so want to <b>cum</b> in you so deep!	Yes
1494	@USER @USER Looks like gun control is working out well for your <b>shit</b> hole country huh? How are those gun laws working huh? More shootings and murders by gun than America which has more guns than people in Brazil	Yes
1495	@USER You are look so <b>damn</b> beautiful in that outfit.	No
1496	@USER @USER Why is John Kerry running his mouth again as if we cared about what he has to say? I can’t think of a single <b>damn</b> thing Kerry has accomplished besides run his mouth. Trump’s accomplishments exceed anything Kerry could ever dream of. Eve	No
1497	@USER Are we really supposed to believe the party of violent liberal ANTIFA with their KKK hoods who beat the <b>hell</b> out of strangers they know nothing about somehow care at all for this? Are we supposed to trust the party who funds ANTIFA to tell us	No
